Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2023-08-17 Kl. 00-01;0.09910;1.00243;0.09738;0.07790;0.09910
2023-08-17 Kl. 01-02;0.08231;1.14798;0.08231;0.06585;0.08231
2023-08-17 Kl. 02-03;0.07356;1.14813;0.07356;0.05885;0.07356
2023-08-17 Kl. 03-04;0.07170;1.14941;0.07170;0.05736;0.07170
2023-08-17 Kl. 04-05;0.07185;1.14899;0.07185;0.05748;0.07185
2023-08-17 Kl. 05-06;0.10110;1.15314;0.10110;0.08088;0.10110
2023-08-17 Kl. 06-07;0.17568;1.16003;0.17568;0.14054;0.17568
2023-08-17 Kl. 07-08;0.23519;1.17150;0.23519;0.18815;0.23519
2023-08-17 Kl. 08-09;0.26501;1.17853;0.26501;0.21201;0.26501
2023-08-17 Kl. 09-10;0.27018;1.18411;0.27018;0.21614;0.27018
2023-08-17 Kl. 10-11;0.27778;1.18814;0.27778;0.22222;0.27778
2023-08-17 Kl. 11-12;0.27148;1.18110;0.27148;0.21718;0.27148
2023-08-17 Kl. 12-13;0.26603;1.19114;0.26603;0.21282;0.26603
2023-08-17 Kl. 13-14;0.26344;1.17365;0.26344;0.21075;0.26344
2023-08-17 Kl. 14-15;0.26660;1.15070;0.26660;0.21328;0.26660
2023-08-17 Kl. 15-16;0.26674;1.07829;0.26674;0.21339;0.26674
2023-08-17 Kl. 16-17;0.27219;1.16031;0.27219;0.21775;0.27219
2023-08-17 Kl. 17-18;0.35006;1.17106;0.27434;0.21947;0.35006
2023-08-17 Kl. 18-19;0.38649;1.17221;0.27261;0.21809;0.38649
2023-08-17 Kl. 19-20;0.35809;1.16964;0.27233;0.21786;0.35809
2023-08-17 Kl. 20-21;0.37300;1.16849;0.27205;0.21764;0.37300
2023-08-17 Kl. 21-22;0.34074;1.16720;0.27176;0.21741;0.34074
2023-08-17 Kl. 22-23;0.28653;1.16060;0.27190;0.21752;0.28653
2023-08-17 Kl. 23-00;0.25340;1.14296;0.25340;0.20272;0.25340
2023-08-18 Kl. 00-01;0.26039;1.17924;0.26039;0.20831;0.26039
2023-08-18 Kl. 01-02;0.25276;1.13364;0.25276;0.20221;0.25276
2023-08-18 Kl. 02-03;0.24571;1.06846;0.24571;0.19657;0.24571
2023-08-18 Kl. 03-04;0.23263;1.05178;0.23263;0.18610;0.23263
2023-08-18 Kl. 04-05;0.23623;1.01336;0.23623;0.18898;0.23623
2023-08-18 Kl. 05-06;0.25981;1.00704;0.25981;0.20785;0.25981
2023-08-18 Kl. 06-07;0.26830;1.06084;0.26830;0.21464;0.26830
2023-08-18 Kl. 07-08;0.37994;1.10573;0.28211;0.22569;0.37994
2023-08-18 Kl. 08-09;0.45086;1.10745;0.28658;0.22926;0.45086
2023-08-18 Kl. 09-10;0.47216;1.09768;0.28773;0.23018;0.47216
2023-08-18 Kl. 10-11;0.44339;1.07911;0.28888;0.23110;0.44339
2023-08-18 Kl. 11-12;0.42728;1.06818;0.29031;0.23225;0.42728
2023-08-18 Kl. 12-13;0.41059;1.06990;0.28974;0.23179;0.41059
2023-08-18 Kl. 13-14;0.38641;1.04315;0.28715;0.22972;0.38641
2023-08-18 Kl. 14-15;0.36225;1.04430;0.28671;0.22937;0.36225
2023-08-18 Kl. 15-16;0.31894;1.03581;0.28643;0.22914;0.31894
2023-08-18 Kl. 16-17;0.28715;1.10688;0.28715;0.22972;0.28715
2023-08-18 Kl. 17-18;0.28284;1.08948;0.28284;0.22627;0.28284
2023-08-18 Kl. 18-19;0.27995;1.09638;0.27995;0.22396;0.27995
2023-08-18 Kl. 19-20;0.26801;1.07825;0.26801;0.21441;0.26801
2023-08-18 Kl. 20-21;0.25809;1.04444;0.25809;0.20647;0.25809
2023-08-18 Kl. 21-22;0.23910;1.00675;0.23910;0.19128;0.23910
2023-08-18 Kl. 22-23;0.22458;1.00675;0.22458;0.17966;0.22458
2023-08-18 Kl. 23-00;0.20701;0.97769;0.20701;0.16561;0.20701
2023-08-19 Kl. 00-01;0.22196;0.92435;0.22196;0.17757;0.22196
2023-08-19 Kl. 01-02;0.21389;0.81330;0.21389;0.17111;0.21389
2023-08-19 Kl. 02-03;0.20970;0.61411;0.20970;0.16776;0.20970
2023-08-19 Kl. 03-04;0.20754;0.38941;0.20754;0.16603;0.20754
2023-08-19 Kl. 04-05;0.20438;0.20438;0.20438;0.16350;0.20438
2023-08-19 Kl. 05-06;0.14553;0.14553;0.14553;0.11642;0.14553
2023-08-19 Kl. 06-07;0.17971;0.17971;0.17971;0.14377;0.17971
2023-08-19 Kl. 07-08;0.20683;0.32119;0.20683;0.16546;0.20683
2023-08-19 Kl. 08-09;0.22571;0.59379;0.22571;0.18057;0.22571
2023-08-19 Kl. 09-10;0.24303;0.62854;0.24303;0.19442;0.24303
2023-08-19 Kl. 10-11;0.25269;0.58658;0.25269;0.20215;0.25269
2023-08-19 Kl. 11-12;0.25615;0.35566;0.25615;0.20492;0.25615
2023-08-19 Kl. 12-13;0.24071;0.24779;0.24071;0.19257;0.24071
2023-08-19 Kl. 13-14;0.20754;0.20754;0.20754;0.16603;0.20754
2023-08-19 Kl. 14-15;0.17625;0.17625;0.18159;0.14527;0.17625
2023-08-19 Kl. 15-16;0.24519;0.34918;0.24519;0.19615;0.24519
2023-08-19 Kl. 16-17;0.25990;0.85281;0.25990;0.20792;0.25990
2023-08-19 Kl. 17-18;0.26581;0.93661;0.26581;0.21265;0.26581
2023-08-19 Kl. 18-19;0.26308;0.98594;0.26308;0.21046;0.26308
2023-08-19 Kl. 19-20;0.24908;0.97988;0.24908;0.19926;0.24908
2023-08-19 Kl. 20-21;0.23538;0.98016;0.23538;0.18830;0.23538
2023-08-19 Kl. 21-22;0.22168;0.99589;0.22168;0.17734;0.22168
2023-08-19 Kl. 22-23;0.20725;1.00901;0.20725;0.16580;0.20725
2023-08-19 Kl. 23-00;0.20394;1.02704;0.20394;0.16315;0.20394
2023-08-20 Kl. 00-01;0.20706;1.08284;0.20706;0.16565;0.20706
2023-08-20 Kl. 01-02;0.20200;1.08704;0.20200;0.16160;0.20200
2023-08-20 Kl. 02-03;0.19984;1.08270;0.19984;0.15987;0.19984
2023-08-20 Kl. 03-04;0.19955;1.09253;0.19955;0.15964;0.19955
2023-08-20 Kl. 04-05;0.20085;1.09195;0.20085;0.16068;0.20085
2023-08-20 Kl. 05-06;0.18554;1.08863;0.18554;0.14843;0.18554
2023-08-20 Kl. 06-07;0.19623;1.08660;0.19623;0.15698;0.19623
2023-08-20 Kl. 07-08;0.20070;1.09123;0.21125;0.16900;0.20070
2023-08-20 Kl. 08-09;0.23581;1.10625;0.24189;0.19351;0.23581
2023-08-20 Kl. 09-10;0.24839;1.08574;0.26659;0.21327;0.24839
2023-08-20 Kl. 10-11;0.27555;0.97245;0.27555;0.22044;0.27555
2023-08-20 Kl. 11-12;0.27903;0.80253;0.27903;0.22322;0.27903
2023-08-20 Kl. 12-13;0.27121;0.28683;0.27121;0.21697;0.27121
2023-08-20 Kl. 13-14;0.19145;0.19753;0.19579;0.15663;0.19145
2023-08-20 Kl. 14-15;0.19998;0.20663;0.20561;0.16449;0.19998
2023-08-20 Kl. 15-16;0.27729;0.85469;0.27729;0.22183;0.27729
2023-08-20 Kl. 16-17;0.28350;1.01334;0.28350;0.22680;0.28350
2023-08-20 Kl. 17-18;0.28841;1.04253;0.28841;0.23073;0.28841
2023-08-20 Kl. 18-19;0.28899;1.08545;0.28899;0.23119;0.28899
2023-08-20 Kl. 19-20;0.29000;1.08226;0.29000;0.23200;0.29000
2023-08-20 Kl. 20-21;0.29318;1.08385;0.29318;0.23454;0.29318
2023-08-20 Kl. 21-22;0.28769;1.07389;0.28769;0.23015;0.28769
2023-08-20 Kl. 22-23;0.27801;1.06565;0.27801;0.22241;0.27801
2023-08-20 Kl. 23-00;0.26486;1.04253;0.26486;0.21189;0.26486
2023-08-21 Kl. 00-01;0.25114;1.05814;0.25114;0.20091;0.25114
2023-08-21 Kl. 01-02;0.23308;1.05770;0.23308;0.18646;0.23308
2023-08-21 Kl. 02-03;0.22975;1.05091;0.22975;0.18380;0.22975
2023-08-21 Kl. 03-04;0.22700;1.04918;0.22700;0.18160;0.22700
2023-08-21 Kl. 04-05;0.23048;1.05279;0.23048;0.18438;0.23048
2023-08-21 Kl. 05-06;0.26081;1.09960;0.26081;0.20865;0.26081
2023-08-21 Kl. 06-07;0.26833;1.11594;0.28595;0.22876;0.26833
2023-08-21 Kl. 07-08;0.30676;1.12966;0.30676;0.23986;0.30676
2023-08-21 Kl. 08-09;0.31760;1.13515;0.37439;0.29951;0.31760
2023-08-21 Kl. 09-10;0.30661;1.14786;0.30286;0.24229;0.30661
2023-08-21 Kl. 10-11;0.31023;1.13949;0.30373;0.24298;0.31023
2023-08-21 Kl. 11-12;0.30936;1.13169;0.30200;0.24160;0.30936
2023-08-21 Kl. 12-13;0.30531;1.08645;0.30170;0.24136;0.30531
2023-08-21 Kl. 13-14;0.30401;0.95179;0.30011;0.24009;0.30401
2023-08-21 Kl. 14-15;0.29824;1.08718;0.29824;0.23859;0.29824
2023-08-21 Kl. 15-16;0.30661;1.13039;0.29766;0.23813;0.30661
2023-08-21 Kl. 16-17;0.30705;1.13226;0.29751;0.23801;0.30705
2023-08-21 Kl. 17-18;0.30416;1.13284;0.29766;0.23813;0.30416
2023-08-21 Kl. 18-19;0.29694;1.13414;0.29694;0.23755;0.29694
2023-08-21 Kl. 19-20;0.29608;1.13154;0.29608;0.23686;0.29608
2023-08-21 Kl. 20-21;0.29448;1.13110;0.29448;0.23558;0.29448
2023-08-21 Kl. 21-22;0.29463;1.13039;0.29463;0.23570;0.29463
2023-08-21 Kl. 22-23;0.28769;1.12951;0.28769;0.23015;0.28769
2023-08-21 Kl. 23-00;0.26819;1.12475;0.26819;0.21455;0.26819
2023-08-22 Kl. 00-01;0.27055;1.13298;0.27055;0.21644;0.27055
2023-08-22 Kl. 01-02;0.26261;1.13124;0.26261;0.21009;0.26261
2023-08-22 Kl. 02-03;0.25150;1.13009;0.25150;0.20120;0.25150
2023-08-22 Kl. 03-04;0.25121;1.12951;0.25121;0.20097;0.25121
2023-08-22 Kl. 04-05;0.26016;1.12850;0.26016;0.20813;0.26016
2023-08-22 Kl. 05-06;0.26579;1.13038;0.26579;0.21263;0.26579
2023-08-22 Kl. 06-07;0.27978;1.13600;0.28195;0.22556;0.27978
2023-08-22 Kl. 07-08;0.28959;1.14826;0.28959;0.23167;0.28959
2023-08-22 Kl. 08-09;0.30056;1.15144;0.30056;0.24045;0.30056
2023-08-22 Kl. 09-10;0.29969;1.20396;0.29969;0.23975;0.29969
2023-08-22 Kl. 10-11;0.30979;1.15779;0.30979;0.24783;0.30979
2023-08-22 Kl. 11-12;0.30099;1.14899;0.30099;0.24079;0.30099
2023-08-22 Kl. 12-13;0.30028;1.14538;0.30028;0.24022;0.30028
2023-08-22 Kl. 13-14;0.30070;1.14365;0.30070;0.24056;0.30070
2023-08-22 Kl. 14-15;0.29940;1.13686;0.29940;0.23952;0.29940
2023-08-22 Kl. 15-16;0.29651;1.14336;0.29651;0.23721;0.29651
2023-08-22 Kl. 16-17;0.29898;1.14943;0.29898;0.23918;0.29898
2023-08-22 Kl. 17-18;0.29681;1.15231;0.29681;0.23745;0.29681
2023-08-22 Kl. 18-19;0.29175;1.15419;0.29175;0.23340;0.29175
2023-08-22 Kl. 19-20;0.29133;1.15231;0.29133;0.23306;0.29133
2023-08-22 Kl. 20-21;0.29118;1.15216;0.29118;0.23294;0.29118
2023-08-22 Kl. 21-22;0.29161;1.15260;0.29161;0.23329;0.29161
2023-08-22 Kl. 22-23;0.29320;1.14784;0.29320;0.23456;0.29320
2023-08-22 Kl. 23-00;0.28123;1.14293;0.28599;0.22879;0.28123
2023-08-23 Kl. 00-01;0.28418;1.25539;0.28418;0.22734;0.28418
2023-08-23 Kl. 01-02;0.27870;1.25451;0.27870;0.22296;0.27870
2023-08-23 Kl. 02-03;0.27610;1.22351;0.27769;0.22215;0.27610
2023-08-23 Kl. 03-04;0.27466;1.21703;0.27669;0.22135;0.27466
2023-08-23 Kl. 04-05;0.27365;1.21746;0.27568;0.22054;0.27365
2023-08-23 Kl. 05-06;0.26429;1.21703;0.27539;0.22031;0.26429
2023-08-23 Kl. 06-07;0.27265;1.25725;0.29456;0.23565;0.27265
2023-08-23 Kl. 07-08;0.29428;1.26115;0.30249;0.24199;0.29428
2023-08-23 Kl. 08-09;0.30019;1.26230;0.30869;0.24695;0.30019
2023-08-23 Kl. 09-10;0.29629;1.26259;0.33898;0.27118;0.29629
2023-08-23 Kl. 10-11;0.29845;1.26375;0.35008;0.28006;0.29845
2023-08-23 Kl. 11-12;0.29053;1.26303;0.33306;0.26645;0.29053
2023-08-23 Kl. 12-13;0.29470;1.25985;0.30149;0.24119;0.29470
2023-08-23 Kl. 13-14;0.29024;1.22554;0.29946;0.23957;0.29024
2023-08-23 Kl. 14-15;0.28966;1.21948;0.29874;0.23899;0.28966
2023-08-23 Kl. 15-16;0.28014;1.21746;0.29845;0.23876;0.28014
2023-08-23 Kl. 16-17;0.27870;1.25596;0.29716;0.23773;0.27870
2023-08-23 Kl. 17-18;0.27698;1.25581;0.29470;0.23576;0.27698
2023-08-23 Kl. 18-19;0.27510;1.25596;0.29168;0.23334;0.27510
2023-08-23 Kl. 19-20;0.27424;1.25438;0.33724;0.26979;0.27424
2023-08-23 Kl. 20-21;0.27424;1.25596;0.31691;0.25353;0.27424
2023-08-23 Kl. 21-22;0.27453;1.25625;0.31575;0.25260;0.27453
2023-08-23 Kl. 22-23;0.27336;1.25539;0.31173;0.24938;0.27336
2023-08-23 Kl. 23-00;0.23069;1.22439;0.30553;0.24442;0.23069
2023-08-24 Kl. 00-01;0.28726;1.22648;0.29103;0.23282;0.28726
2023-08-24 Kl. 01-02;0.27149;1.21041;0.28031;0.22425;0.27149
2023-08-24 Kl. 02-03;0.26715;1.20780;0.27178;0.21742;0.26715
2023-08-24 Kl. 03-04;0.26469;1.20998;0.26801;0.21441;0.26469
2023-08-24 Kl. 04-05;0.26425;1.21880;0.27236;0.21789;0.26425
2023-08-24 Kl. 05-06;0.26194;1.24138;0.29045;0.23236;0.26194
2023-08-24 Kl. 06-07;0.26715;1.26091;0.30188;0.24150;0.26715
2023-08-24 Kl. 07-08;0.30463;1.26613;0.38379;0.30703;0.30463
2023-08-24 Kl. 08-09;0.31345;1.27046;0.41158;0.32926;0.31345
2023-08-24 Kl. 09-10;0.31230;1.27293;0.42069;0.33655;0.31230
2023-08-24 Kl. 10-11;0.31041;1.27336;0.42084;0.33667;0.31041
2023-08-24 Kl. 11-12;0.31259;1.27336;0.42271;0.33817;0.31259
2023-08-24 Kl. 12-13;0.31274;1.26960;0.41736;0.33389;0.31274
2023-08-24 Kl. 13-14;0.31215;1.26903;0.40419;0.32335;0.31215
2023-08-24 Kl. 14-15;0.31186;1.26916;0.39725;0.31780;0.31186
2023-08-24 Kl. 15-16;0.28741;1.26771;0.43299;0.34639;0.28741
2023-08-24 Kl. 16-17;0.28726;1.26540;0.34168;0.27334;0.28726
2023-08-24 Kl. 17-18;0.27481;1.26410;0.33965;0.27172;0.27481
2023-08-24 Kl. 18-19;0.26078;1.26395;0.32663;0.26130;0.26078
2023-08-24 Kl. 19-20;0.26686;1.26120;0.33096;0.26477;0.26686
2023-08-24 Kl. 20-21;0.27496;1.25990;0.34746;0.27797;0.27496
2023-08-24 Kl. 21-22;0.27236;1.25556;0.33241;0.26593;0.27236
2023-08-24 Kl. 22-23;0.26918;1.24500;0.31635;0.25308;0.26918
2023-08-24 Kl. 23-00;0.22576;1.21055;0.30333;0.24266;0.22576
2023-08-25 Kl. 00-01;0.28680;1.09908;0.28680;0.22944;0.28680
2023-08-25 Kl. 01-02;0.28405;1.05863;0.28405;0.22724;0.28405
2023-08-25 Kl. 02-03;0.23131;1.03508;0.28015;0.22412;0.23131
2023-08-25 Kl. 03-04;0.19071;1.01065;0.27828;0.22262;0.19071
2023-08-25 Kl. 04-05;0.18349;0.98566;0.27698;0.22158;0.18349
2023-08-25 Kl. 05-06;0.09103;1.02728;0.27581;0.22065;0.09103
2023-08-25 Kl. 06-07;0.28391;1.10024;0.28391;0.22713;0.28391
2023-08-25 Kl. 07-08;0.24981;1.17118;0.29084;0.23267;0.24981
2023-08-25 Kl. 08-09;0.28709;1.20990;0.29778;0.23822;0.28709
2023-08-25 Kl. 09-10;0.31295;1.29326;0.31295;0.25036;0.31295
2023-08-25 Kl. 10-11;0.28636;1.30049;0.30024;0.24019;0.28636
2023-08-25 Kl. 11-12;0.23623;1.30106;0.30024;0.24019;0.23623
2023-08-25 Kl. 12-13;0.20170;1.21293;0.29749;0.23799;0.20170
2023-08-25 Kl. 13-14;0.18826;1.21568;0.29546;0.23637;0.18826
2023-08-25 Kl. 14-15;0.18609;1.21365;0.29663;0.23730;0.18609
2023-08-25 Kl. 15-16;0.24953;1.21351;0.29055;0.23244;0.24953
2023-08-25 Kl. 16-17;0.29143;1.21004;0.29143;0.23314;0.29143
2023-08-25 Kl. 17-18;0.29445;1.21048;0.29445;0.23556;0.29445
2023-08-25 Kl. 18-19;0.29171;1.21076;0.29171;0.23337;0.29171
2023-08-25 Kl. 19-20;0.24316;1.21076;0.28753;0.23002;0.24316
2023-08-25 Kl. 20-21;0.21904;1.20990;0.28246;0.22597;0.21904
2023-08-25 Kl. 21-22;0.21918;1.17638;0.27943;0.22354;0.21918
2023-08-25 Kl. 22-23;0.27741;1.12610;0.27741;0.22193;0.27741
2023-08-25 Kl. 23-00;0.18075;1.11368;0.26426;0.21141;0.18075
2023-08-26 Kl. 00-01;0.27928;1.13658;0.27928;0.22342;0.27928
2023-08-26 Kl. 01-02;0.27741;1.13571;0.27741;0.22193;0.27741
2023-08-26 Kl. 02-03;0.26256;1.12635;0.26256;0.21005;0.26256
2023-08-26 Kl. 03-04;0.25031;1.13110;0.25031;0.20025;0.25031
2023-08-26 Kl. 04-05;0.24398;1.13571;0.24398;0.19518;0.24398
2023-08-26 Kl. 05-06;0.17798;1.13615;0.23490;0.18792;0.17798
2023-08-26 Kl. 06-07;0.12249;1.13644;0.25075;0.20060;0.12249
2023-08-26 Kl. 07-08;0.19036;1.15459;0.25479;0.20383;0.19036
2023-08-26 Kl. 08-09;0.07205;1.15891;0.25594;0.20475;0.07205
2023-08-26 Kl. 09-10;0.13763;1.16165;0.26199;0.20959;0.13763
2023-08-26 Kl. 10-11;0.20146;1.15618;0.26386;0.21109;0.20146
2023-08-26 Kl. 11-12;0.21559;1.08773;0.26040;0.20832;0.21559
2023-08-26 Kl. 12-13;0.21544;0.93728;0.25910;0.20728;0.21544
2023-08-26 Kl. 13-14;0.21544;0.71968;0.25940;0.20752;0.21544
2023-08-26 Kl. 14-15;0.20089;0.85673;0.25896;0.20717;0.20089
2023-08-26 Kl. 15-16;0.18590;1.02676;0.25161;0.20129;0.18590
2023-08-26 Kl. 16-17;0.20175;1.13615;0.24960;0.19968;0.20175
2023-08-26 Kl. 17-18;0.21544;1.15546;0.25176;0.20141;0.21544
2023-08-26 Kl. 18-19;0.21544;1.15906;0.25176;0.20141;0.21544
2023-08-26 Kl. 19-20;0.19988;1.15891;0.24974;0.19979;0.19988
2023-08-26 Kl. 20-21;0.19901;1.15820;0.24844;0.19875;0.19901
2023-08-26 Kl. 21-22;0.19181;1.15776;0.22798;0.18238;0.19181
2023-08-26 Kl. 22-23;0.20896;1.15286;0.20896;0.16717;0.20896
2023-08-26 Kl. 23-00;0.15420;1.13845;0.15420;0.12336;0.15420
2023-08-27 Kl. 00-01;0.20393;1.11018;0.20393;0.16314;0.20393
2023-08-27 Kl. 01-02;0.18518;1.10698;0.18518;0.14814;0.18518
2023-08-27 Kl. 02-03;0.17136;1.10553;0.17136;0.13709;0.17136
2023-08-27 Kl. 03-04;0.15015;1.10465;0.15015;0.12012;0.15015
2023-08-27 Kl. 04-05;0.14971;1.10770;0.14971;0.11977;0.14971
2023-08-27 Kl. 05-06;0.11715;1.10785;0.11715;0.09372;0.11715
2023-08-27 Kl. 06-07;0.09419;1.10713;0.09419;0.07535;0.09419
2023-08-27 Kl. 07-08;0.15088;1.11134;0.15088;0.12070;0.15088
2023-08-27 Kl. 08-09;0.18851;1.12268;0.18851;0.15081;0.18851
2023-08-27 Kl. 09-10;0.20349;1.12689;0.20349;0.16279;0.20349
2023-08-27 Kl. 10-11;0.21061;1.12980;0.21061;0.16849;0.21061
2023-08-27 Kl. 11-12;0.21149;1.12776;0.21149;0.16919;0.21149
2023-08-27 Kl. 12-13;0.17936;1.11498;0.17936;0.14349;0.17936
2023-08-27 Kl. 13-14;0.20858;1.10349;0.20858;0.16686;0.20858
2023-08-27 Kl. 14-15;0.21221;1.09593;0.21221;0.16977;0.21221
2023-08-27 Kl. 15-16;0.21686;1.10814;0.21686;0.17349;0.21686
2023-08-27 Kl. 16-17;0.25044;1.11919;0.25044;0.20035;0.25044
2023-08-27 Kl. 17-18;0.27994;1.12965;0.27994;0.22395;0.27994
2023-08-27 Kl. 18-19;0.27980;1.13198;0.27980;0.22384;0.27980
2023-08-27 Kl. 19-20;0.28038;1.13081;0.28038;0.22430;0.28038
2023-08-27 Kl. 20-21;0.28154;1.13140;0.28154;0.22523;0.28154
2023-08-27 Kl. 21-22;0.27965;1.13300;0.27965;0.22372;0.27965
2023-08-27 Kl. 22-23;0.31323;1.12340;0.27950;0.22360;0.31323
2023-08-27 Kl. 23-00;0.27645;1.11818;0.27645;0.22116;0.27645
2023-08-28 Kl. 00-01;0.33213;1.14506;0.25059;0.20047;0.33213
2023-08-28 Kl. 01-02;0.25494;1.12660;0.25261;0.20209;0.25494
2023-08-28 Kl. 02-03;0.25145;1.13445;0.25145;0.20116;0.25145
2023-08-28 Kl. 03-04;0.25160;1.11003;0.25160;0.20128;0.25160
2023-08-28 Kl. 04-05;0.25480;1.09985;0.25131;0.20105;0.25480
2023-08-28 Kl. 05-06;0.25494;1.13851;0.24941;0.19953;0.25494
2023-08-28 Kl. 06-07;0.31250;1.13533;0.25858;0.20686;0.31250
2023-08-28 Kl. 07-08;0.26976;1.15378;0.26671;0.21337;0.26976
2023-08-28 Kl. 08-09;0.29739;1.17471;0.28198;0.22558;0.29739
2023-08-28 Kl. 09-10;0.33226;1.19055;0.28735;0.22988;0.33226
2023-08-28 Kl. 10-11;0.40189;1.15553;0.22123;0.17698;0.40189
2023-08-28 Kl. 11-12;0.40204;1.16193;0.22529;0.18023;0.40204
2023-08-28 Kl. 12-13;0.40204;1.15581;0.23053;0.18442;0.40204
2023-08-28 Kl. 13-14;0.40204;1.15204;0.23154;0.18523;0.40204
2023-08-28 Kl. 14-15;0.40160;1.15291;0.23081;0.18465;0.40160
2023-08-28 Kl. 15-16;0.40160;1.14680;0.21294;0.18384;0.40160
2023-08-28 Kl. 16-17;0.40160;1.15131;0.18605;0.18512;0.40160
2023-08-28 Kl. 17-18;0.40160;1.14724;0.20684;0.18477;0.40160
2023-08-28 Kl. 18-19;0.38605;1.15044;0.20421;0.19547;0.38605
2023-08-28 Kl. 19-20;0.40261;1.15421;0.18241;0.19791;0.40261
2023-08-28 Kl. 20-21;0.41003;1.15524;0.21090;0.19872;0.41003
2023-08-28 Kl. 21-22;0.41221;1.15568;0.21439;0.18430;0.41221
2023-08-28 Kl. 22-23;0.58053;1.14680;0.21788;0.18256;0.58053
2023-08-28 Kl. 23-00;0.40044;1.14579;0.21265;0.18081;0.40044
2023-08-29 Kl. 00-01;0.23381;1.14428;0.04213;0.18705;0.23381
2023-08-29 Kl. 01-02;0.21846;1.14298;0.11191;0.17477;0.21846
2023-08-29 Kl. 02-03;0.20934;1.14254;0.13000;0.16747;0.20934
2023-08-29 Kl. 03-04;0.21035;1.14240;0.15679;0.16828;0.21035
2023-08-29 Kl. 04-05;0.22049;1.14326;0.17923;0.17639;0.22049
2023-08-29 Kl. 05-06;0.24539;1.15151;0.18980;0.18786;0.24539
2023-08-29 Kl. 06-07;0.35541;1.15050;0.24988;0.19990;0.35541
2023-08-29 Kl. 07-08;0.35600;1.15804;0.26276;0.21021;0.35600
2023-08-29 Kl. 08-09;0.35686;1.23331;0.26233;0.20986;0.35686
2023-08-29 Kl. 09-10;0.35556;1.26516;0.26566;0.21253;0.35556
2023-08-29 Kl. 10-11;0.35499;1.27631;0.27116;0.21693;0.35499
2023-08-29 Kl. 11-12;0.34774;1.24996;0.26508;0.21206;0.34774
2023-08-29 Kl. 12-13;0.33095;1.26893;0.27130;0.21704;0.33095
2023-08-29 Kl. 13-14;0.33095;1.24389;0.26826;0.21461;0.33095
2023-08-29 Kl. 14-15;0.33095;1.23736;0.27231;0.21785;0.33095
2023-08-29 Kl. 15-16;0.32748;1.20089;0.33500;0.26800;0.32748
2023-08-29 Kl. 16-17;0.33080;1.19031;0.34745;0.27796;0.33080
2023-08-29 Kl. 17-18;0.31793;1.15716;0.34861;0.27889;0.31793
2023-08-29 Kl. 18-19;0.35194;1.18206;0.36106;0.28885;0.35194
2023-08-29 Kl. 19-20;0.34905;1.16093;0.37598;0.30078;0.34905
2023-08-29 Kl. 20-21;0.34804;1.16180;0.41491;0.33193;0.34804
2023-08-29 Kl. 21-22;0.34890;1.16325;0.39899;0.31919;0.34890
2023-08-29 Kl. 22-23;0.37989;1.15413;0.35671;0.28537;0.37989
2023-08-29 Kl. 23-00;0.35295;1.14804;0.30445;0.24356;0.35295
2023-08-30 Kl. 00-01;0.29096;1.19509;0.43161;0.34529;0.29096
2023-08-30 Kl. 01-02;0.25411;1.18888;0.40415;0.32332;0.25411
2023-08-30 Kl. 02-03;0.24269;1.18859;0.38998;0.31198;0.24269
2023-08-30 Kl. 03-04;0.24124;1.16979;0.38925;0.31140;0.24124
2023-08-30 Kl. 04-05;0.24269;1.12759;0.38925;0.31140;0.24269
2023-08-30 Kl. 05-06;0.25411;1.17038;0.41484;0.33187;0.25411
2023-08-30 Kl. 06-07;0.30383;1.20478;0.39779;0.31823;0.30383
2023-08-30 Kl. 07-08;0.31684;1.25681;0.43666;0.34933;0.31684
2023-08-30 Kl. 08-09;0.30745;1.33934;0.48205;0.38564;0.30745
2023-08-30 Kl. 09-10;0.31944;1.28181;0.48538;0.38830;0.31944
2023-08-30 Kl. 10-11;0.31699;1.29468;0.48899;0.39119;0.31699
2023-08-30 Kl. 11-12;0.31699;1.26404;0.48465;0.38772;0.31699
2023-08-30 Kl. 12-13;0.31699;1.24799;0.43204;0.34563;0.31699
2023-08-30 Kl. 13-14;0.31684;1.25609;0.42525;0.34020;0.31684
2023-08-30 Kl. 14-15;0.31453;1.25695;0.41831;0.33465;0.31453
2023-08-30 Kl. 15-16;0.30383;1.25739;0.42453;0.33962;0.30383
2023-08-30 Kl. 16-17;0.30383;1.26433;0.48018;0.38414;0.30383
2023-08-30 Kl. 17-18;0.30325;1.25753;0.43826;0.35061;0.30325
2023-08-30 Kl. 18-19;0.31453;1.38228;0.43768;0.35014;0.31453
2023-08-30 Kl. 19-20;0.31439;1.28615;0.44910;0.35928;0.31439
2023-08-30 Kl. 20-21;0.31973;1.28095;0.46804;0.37443;0.31973
2023-08-30 Kl. 21-22;0.31988;1.25710;0.47758;0.38206;0.31988
2023-08-30 Kl. 22-23;0.47873;1.18410;0.43796;0.35037;0.47873
2023-08-30 Kl. 23-00;0.32219;1.17701;0.42005;0.33604;0.32219
2023-08-31 Kl. 00-01;0.28858;1.28388;0.51108;0.40886;0.28858
2023-08-31 Kl. 01-02;0.21615;1.28158;0.50616;0.40493;0.21615
2023-08-31 Kl. 02-03;0.20908;1.23295;0.50025;0.40020;0.20908
2023-08-31 Kl. 03-04;0.20676;1.15013;0.47370;0.37896;0.20676
